"filename", "language", "pip requirements", "Python", "Markdown", "YAML", "C", "Makefile", "C++", "JSON", "CMake", "Properties", "Go Assembly", "XML", "Shell Script", "Perl", "Groovy", "Batch", "Ini", "reStructuredText", "PHP", "comment", "blank", "total"
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\gen_entropy.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\gen_key.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\gen_random_ctr_drbg.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\generic_sum.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\hello.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\hmac_demo.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\key_app.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\key_app_writer.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\key_ladder_demo.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\load_roots.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\mbedTLS.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 1, 501
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\md_hmac_demo.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\metatest.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\mini_client.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\mpi_demo.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\pem2der.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\pk_decrypt.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\pk_encrypt.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\pk_sign.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\pk_verify.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\psa_constant_names.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\psa_hash.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\query_compile_time_config.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 1, 173
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\query_included_headers.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\req_app.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\rsa_decrypt.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\rsa_encrypt.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\rsa_genkey.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\rsa_sign.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\rsa_sign_pss.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\rsa_verify.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\rsa_verify_pss.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\selftest.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\ssl_client1.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\ssl_client2.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 1, 174
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\ssl_context_info.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\ssl_fork_server.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\ssl_mail_client.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\ssl_server.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\ssl_server2.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 1, 174
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\strerror.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\udp_proxy.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\cleonos\third-party\mbedtls\visualc\VS2017\zeroize.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"d:\Projects\C\cleonos\clks\.github\workflows\style-check.yml", "YAML", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 128
"d:\Projects\C\cleonos\clks\Makefile", "Makefile", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36
"d:\Projects\C\cleonos\clks\README.md", "Markdown", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 69
"d:\Projects\C\cleonos\clks\README.zh-CN.md", "Markdown", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 69
"d:\Projects\C\cleonos\clks\arch\x86_64\startup\exec_stack_call.S", "Go Assembly", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"d:\Projects\C\cleonos\clks\configs\menuconfig\clks_features.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 672, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 673
"d:\Projects\C\cleonos\clks\include\clks\boot.h", "C++", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\Projects\C\cleonos\clks\include\clks\disk.h", "C++", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 39
"d:\Projects\C\cleonos\clks\include\clks\driver.h", "C++", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"d:\Projects\C\cleonos\clks\include\clks\exec.h", "C++", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\Projects\C\cleonos\clks\include\clks\framebuffer.h", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"d:\Projects\C\cleonos\clks\include\clks\interrupts.h", "C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Projects\C\cleonos\clks\include\clks\limine.h", "C++", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Projects\C\cleonos\clks\include\clks\net.h", "C++", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"d:\Projects\C\cleonos\clks\include\clks\panic_qr.h", "C++", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Projects\C\cleonos\clks\include\clks\pty.h", "C++", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"d:\Projects\C\cleonos\clks\include\clks\syscall.h", "C++", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42
"d:\Projects\C\cleonos\clks\include\clks\tty.h", "C++", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\Projects\C\cleonos\clks\include\clks\version.h", "C++", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\Projects\C\cleonos\clks\include\clks\wm.h", "C++", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
"d:\Projects\C\cleonos\clks\kernel\boot\limine\limine_requests.c", "C", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27
"d:\Projects\C\cleonos\clks\kernel\core\interrupts.c", "C", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"d:\Projects\C\cleonos\clks\kernel\core\kmain.c", "C", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 18
"d:\Projects\C\cleonos\clks\kernel\core\log.c", "C", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 98
"d:\Projects\C\cleonos\clks\kernel\core\panic.c", "C", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 183
"d:\Projects\C\cleonos\clks\kernel\core\panic_qr.cpp", "C++", 0, 0, 0, 0, 0, 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 396
"d:\Projects\C\cleonos\clks\kernel\hal\video\framebuffer.c", "C", 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 284
"d:\Projects\C\cleonos\clks\kernel\input\keyboard.c", "C", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Projects\C\cleonos\clks\kernel\input\mouse.c", "C", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"d:\Projects\C\cleonos\clks\kernel\interface\desktop.c", "C", 0, 0, 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -13
"d:\Projects\C\cleonos\clks\kernel\interface\shell.c", "C", 0, 0, 0, 0, -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -53
"d:\Projects\C\cleonos\clks\kernel\interface\tty.c", "C", 0, 0, 0, 0, 484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 92, 583
"d:\Projects\C\cleonos\clks\kernel\interface\wm.c", "C", 0, 0, 0, 0, 1601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 372, 1973
"d:\Projects\C\cleonos\clks\kernel\runtime\driver.c", "C", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 149
"d:\Projects\C\cleonos\clks\kernel\runtime\elf64.c", "C", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"d:\Projects\C\cleonos\clks\kernel\runtime\exec.c", "C", 0, 0, 0, 0, 668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 139, 814
"d:\Projects\C\cleonos\clks\kernel\runtime\net.c", "C", 0, 0, 0, 0, 2363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 511, 2884
"d:\Projects\C\cleonos\clks\kernel\runtime\pty.c", "C", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 166
"d:\Projects\C\cleonos\clks\kernel\runtime\syscall.c", "C", 0, 0, 0, 0, 1447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 306, 1761
"d:\Projects\C\cleonos\clks\kernel\storage\disk.c", "C", 0, 0, 0, 0, 2530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 622, 3154
"d:\Projects\C\cleonos\clks\kernel\storage\fs.c", "C", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33, 163
"d:\Projects\C\cleonos\clks\kernel\support\libc_compat.c", "C", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"d:\Projects\C\cleonos\clks\third_party\miniz\miniz.h", "C++", 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 86, 619
"d:\Projects\C\cleonos\clks\third_party\miniz\miniz_common.h", "C++", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 91
"d:\Projects\C\cleonos\clks\third_party\miniz\miniz_export.h", "C++", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\Projects\C\cleonos\clks\third_party\miniz\miniz_support.c", "C", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 77
"d:\Projects\C\cleonos\clks\third_party\miniz\miniz_tdef.c", "C", 0, 0, 0, 0, 1292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 156, 1507
"d:\Projects\C\cleonos\clks\third_party\miniz\miniz_tdef.h", "C++", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 24, 207
"d:\Projects\C\cleonos\clks\third_party\miniz\miniz_tinfl.h", "C++", 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 25, 169
"d:\Projects\C\cleonos\clks\third_party\miniz\miniz_zip.h", "C++", 0, 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 96, 524
"d:\Projects\C\cleonos\clks\third_party\qrcodegen\qrcodegen.c", "C", 0, 0, 0, 0, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 96, 1031
"d:\Projects\C\cleonos\clks\third_party\qrcodegen\qrcodegen.h", "C++", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 34, 364
"d:\Projects\C\cleonos\clks\third_party\toaru\e1000_dev.h", "C++", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 109
"d:\Projects\C\cleonos\cmake\check_tools.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -41
"d:\Projects\C\cleonos\cmake\gen_kernel_symbols.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -106
"d:\Projects\C\cleonos\cmake\log.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -36
"d:\Projects\C\cleonos\cmake\log_emit.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -29
"d:\Projects\C\cleonos\cmake\setup_limine.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -119
"d:\Projects\C\cleonos\configs\limine.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Projects\C\cleonos\configs\menuconfig\clks_features.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 296
"d:\Projects\C\cleonos\docs\README.md", "Markdown", 0, 0, -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -35
"d:\Projects\C\cleonos\docs\stage1.md", "Markdown", 0, 0, -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -46
"d:\Projects\C\cleonos\docs\stage10.md", "Markdown", 0, 0, -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -40
"d:\Projects\C\cleonos\docs\stage11.md", "Markdown", 0, 0, -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -41
"d:\Projects\C\cleonos\docs\stage12.md", "Markdown", 0, 0, -40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -46
"d:\Projects\C\cleonos\docs\stage13.md", "Markdown", 0, 0, -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -40
"d:\Projects\C\cleonos\docs\stage14.md", "Markdown", 0, 0, -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -52
"d:\Projects\C\cleonos\docs\stage15.md", "Markdown", 0, 0, -47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -54
"d:\Projects\C\cleonos\docs\stage2.md", "Markdown", 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -35
"d:\Projects\C\cleonos\docs\stage20.md", "Markdown", 0, 0, -46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -52
"d:\Projects\C\cleonos\docs\stage21.md", "Markdown", 0, 0, -72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -79
"d:\Projects\C\cleonos\docs\stage22.md", "Markdown", 0, 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -75
"d:\Projects\C\cleonos\docs\stage23.md", "Markdown", 0, 0, -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -47
"d:\Projects\C\cleonos\docs\stage24.md", "Markdown", 0, 0, -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -49
"d:\Projects\C\cleonos\docs\stage25.md", "Markdown", 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -65
"d:\Projects\C\cleonos\docs\stage26.md", "Markdown", 0, 0, -32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -39
"d:\Projects\C\cleonos\docs\stage27.md", "Markdown", 0, 0, -32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -39
"d:\Projects\C\cleonos\docs\stage28.md", "Markdown", 0, 0, -37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -44
"d:\Projects\C\cleonos\docs\stage29.md", "Markdown", 0, 0, -33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -40
"d:\Projects\C\cleonos\docs\stage3.md", "Markdown", 0, 0, -29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -34
"d:\Projects\C\cleonos\docs\stage4.md", "Markdown", 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -35
"d:\Projects\C\cleonos\docs\stage5.md", "Markdown", 0, 0, -29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -34
"d:\Projects\C\cleonos\docs\stage6.md", "Markdown", 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -36
"d:\Projects\C\cleonos\docs\stage7.md", "Markdown", 0, 0, -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -40
"d:\Projects\C\cleonos\docs\stage8.md", "Markdown", 0, 0, -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -37
"d:\Projects\C\cleonos\docs\stage9.md", "Markdown", 0, 0, -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -37
