"filename", "language", "pip requirements", "Python", "Markdown", "YAML", "C", "Makefile", "C++", "JSON", "CMake", "Properties", "Go Assembly", "XML", "Shell Script", "Perl", "Groovy", "Batch", "Ini", "reStructuredText", "PHP", "comment", "blank", "total"
"d:\Projects\C\cleonos\docs\syscall.md", "Markdown", 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 374
"d:\Projects\C\cleonos\kit\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 247
"d:\Projects\C\cleonos\kit\Makefile", "Makefile", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 75
"d:\Projects\C\cleonos\kit\README.md", "Markdown", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 102
"d:\Projects\C\cleonos\kit\README.zh-CN.md", "Markdown", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 102
"d:\Projects\C\cleonos\kit\apps\hello\main.c", "C", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\Projects\C\cleonos\kit\include\cleonos_rust_bridge.h", "C++", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"d:\Projects\C\cleonos\kit\include\cleonos_stdio.h", "C++", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\Projects\C\cleonos\kit\include\cleonos_syscall.h", "C++", 0, 0, 0, 0, 0, 0, 407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 434
"d:\Projects\C\cleonos\kit\include\cleonos_version.h", "C++", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\Projects\C\cleonos\kit\include\ctype.h", "C++", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Projects\C\cleonos\kit\include\dlfcn.h", "C++", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\Projects\C\cleonos\kit\include\stdio.h", "C++", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"d:\Projects\C\cleonos\kit\include\stdlib.h", "C++", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 43
"d:\Projects\C\cleonos\kit\include\string.h", "C++", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"d:\Projects\C\cleonos\kit\include\strings.h", "C++", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"d:\Projects\C\cleonos\kit\runtime\dlfcn.c", "C", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 49
"d:\Projects\C\cleonos\kit\runtime\libc_ctype.c", "C", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 46
"d:\Projects\C\cleonos\kit\runtime\libc_stdlib.c", "C", 0, 0, 0, 0, 480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 603
"d:\Projects\C\cleonos\kit\runtime\libc_string.c", "C", 0, 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 446
"d:\Projects\C\cleonos\kit\runtime\libc_strings.c", "C", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 82
"d:\Projects\C\cleonos\kit\runtime\main_adapter.c", "C", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\Projects\C\cleonos\kit\runtime\runtime.c", "C", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 54
"d:\Projects\C\cleonos\kit\runtime\stdio.c", "C", 0, 0, 0, 0, 570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 713
"d:\Projects\C\cleonos\kit\runtime\syscall.c", "C", 0, 0, 0, 0, 404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 538
"d:\Projects\C\cleonos\scripts\bdt_gen_menuconfig.py", "Python", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 76
"d:\Projects\C\cleonos\scripts\menuconfig.py", "Python", 0, 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25, 325
"d:\Projects\C\cleonos\wine\README.md", "Markdown", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"d:\Projects\C\cleonos\wine\cleonos_wine_lib\cli.py", "Python", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 71
"d:\Projects\C\cleonos\wine\cleonos_wine_lib\constants.py", "Python", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 51
"d:\Projects\C\cleonos\wine\cleonos_wine_lib\fb_window.py", "Python", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 144
"d:\Projects\C\cleonos\wine\cleonos_wine_lib\runner.py", "Python", 0, 1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 1217
"d:\Projects\C\cleonos\wine\cleonos_wine_lib\state.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4
"d:\Projects\C\cleonos\wine\requirements.txt", "pip requirements", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"Total", "-", 37, 4746, 10105, 210, 198645, 1147, 71308, 1171, 1067, 92, 30, 11137, 38124, 957, 1, 16, 81, 13, 1118, 82975, 55986, 478966
